timestamp,person_id,emotion
1768045992.941945,1,neutral
1768045993.6693633,1,neutral
1768045993.9297593,1,neutral
1768045994.6223807,1,sad
1768045994.8371835,1,neutral
1768045995.059688,1,neutral
1768045995.277285,1,neutral
1768045995.4897203,1,neutral
1768045995.7201262,1,neutral
1768045995.9373438,1,neutral
1768045996.1541104,1,neutral
1768045996.3688636,1,neutral
1768045996.5918798,1,neutral
1768045996.8097577,1,neutral
1768045997.074517,1,neutral
1768045997.2813103,1,neutral
1768045997.5046628,1,neutral
1768045997.7145183,1,neutral
1768045997.9419804,1,neutral
1768045998.1669548,1,neutral
1768045998.379534,1,neutral
1768045998.6130817,1,neutral
1768045998.8516374,1,neutral
1768045999.085691,1,fear
1768045999.3158457,1,fear
1768045999.5469906,1,fear
1768045999.7636735,1,fear
1768045999.9697309,1,fear
1768046000.1804795,1,fear
1768046000.38545,1,fear
1768046000.6308444,1,fear
1768046000.8444326,1,fear
1768046001.055208,1,fear
1768046001.2713864,1,fear
1768046001.4865863,1,fear
1768046001.699687,1,surprise
1768046001.9111638,1,surprise
1768046002.1362917,1,surprise
1768046002.3468316,1,fear
1768046002.5620153,1,fear
1768046002.789532,1,fear
1768046003.0123582,1,fear
1768046003.2260008,1,fear
1768046003.4408853,1,fear
1768046003.6549618,1,neutral
1768046003.8674886,1,neutral
1768046004.0786078,1,neutral
1768046004.284323,1,neutral
1768046004.4906054,1,neutral
1768046004.7080796,1,neutral
1768046004.946556,1,neutral
1768046005.175833,1,neutral
1768046005.3963425,1,neutral
1768046005.614191,1,neutral
1768046005.824047,1,neutral
1768046006.2735307,1,sad
1768046006.4831364,1,sad
1768046006.715608,1,sad
1768046006.942347,1,sad
1768046007.5607135,1,sad
1768046008.6808724,1,sad
1768046008.8939047,1,sad
1768046009.1027293,1,sad
1768046009.332393,1,sad
1768046009.5450447,1,sad
1768046009.7710743,1,sad
1768046010.003117,1,sad
1768046010.2324154,1,sad
1768046010.4646044,1,sad
1768046010.6893713,1,sad
1768046010.9219868,1,sad
1768046011.386366,1,sad
1768046011.6217117,1,sad
1768046013.0709436,1,angry
1768046013.548197,1,angry
1768046013.8003485,1,angry
1768046014.044756,1,angry
1768046014.2866237,1,angry
1768046014.5238643,1,angry
1768046014.7570748,1,angry
1768046014.9980836,1,angry
1768046015.4559867,1,angry
1768046015.6881382,1,angry
1768046015.926409,1,angry
1768046016.1628168,1,fear
1768046016.3941555,1,neutral
1768046016.620402,1,neutral
1768046016.8403351,1,neutral
1768046017.0866482,1,neutral
1768046017.3003547,1,neutral
1768046017.5045168,1,neutral
1768046017.7158024,1,neutral
1768046017.9197562,1,neutral
1768046018.1430206,1,neutral
1768046018.3478096,1,neutral
1768046018.5784411,1,neutral
1768046018.7921498,1,neutral
1768046019.013328,1,neutral
1768046019.2364514,1,neutral
1768046019.4351778,1,neutral
1768046019.6488628,1,neutral
1768046019.8568995,1,neutral
1768046020.0792792,1,neutral
1768046020.2870946,1,neutral
1768046020.508517,1,neutral
1768046020.7329206,1,neutral
1768046020.9500608,1,neutral
1768046021.398563,1,sad
1768046022.1025977,1,neutral
1768046022.34135,1,sad
1768046728.5993376,1,neutral
1768046728.904973,1,neutral
1768046729.1150768,1,neutral
1768046729.3209457,1,neutral
1768046729.5457375,1,neutral
1768046729.7678094,1,neutral
1768046729.966885,1,neutral
1768046730.1734905,1,happy
1768046730.3784964,1,happy
1768046730.584381,1,happy
1768046730.793801,1,happy
1768046731.0112205,1,happy
1768046731.2311068,1,happy
1768046731.4842594,1,happy
1768046731.7063806,1,happy
1768046731.930631,1,happy
1768046732.1695576,1,happy
1768046732.4123013,1,happy
1768046732.6551976,1,happy
1768046732.8983674,1,happy
1768046733.1372547,1,happy
1768046733.37269,1,neutral
1768046734.70087,1,happy
1768046734.9214573,1,happy
1768046735.1533563,1,happy
1768046735.3823264,1,happy
1768046735.8749228,1,fear
1768046736.1064029,1,fear
1768046736.3376133,1,fear
1768046737.0196962,1,fear
1768046737.2377734,1,fear
1768046737.463124,1,fear
1768046737.6900427,1,happy
1768046737.9113162,1,happy
1768046738.1365085,1,happy
1768046738.355186,1,neutral
1768046738.5910761,1,happy
1768046738.8116212,1,neutral
1768046739.0413537,1,happy
1768046739.2939012,1,happy
1768046739.8926592,1,neutral
1768046740.3754435,1,happy
1768046740.865804,1,neutral
1768046741.4038136,1,neutral
1768046741.9065769,1,neutral
1768046742.488764,1,neutral
1768046743.0524292,1,neutral
1768046743.936933,1,neutral
1768046744.4872444,1,neutral
1768046745.1418,1,neutral
1768046745.858449,1,neutral
1768046746.5131047,1,neutral
1768046747.0998895,1,neutral
1768046748.0989153,1,neutral
1768046748.7997732,1,neutral
1768046749.364843,1,neutral
1768046750.2402382,1,happy
1768046750.8012385,1,happy
1768046752.5063708,1,angry
1768046753.8258173,1,angry
1768046754.7149677,1,happy
1768046754.9385304,1,happy
1768046755.167892,1,happy
1768046755.3970206,1,happy
1768046755.634734,1,happy
1768046756.0841112,1,neutral
1768046756.2953954,1,happy
1768046756.5207596,1,happy
1768046756.7495306,1,happy
1768046757.4109786,1,happy
1768046757.9455428,1,angry
1768046759.452021,1,angry
1768046760.0894344,1,angry
1768046760.609354,1,angry
1768046761.1128898,1,angry
1768046761.6215777,1,angry
1768046762.137772,1,neutral
1768046762.6407478,1,neutral
1768046763.1705034,1,neutral
1768046763.6724827,1,neutral
1768046764.243903,1,neutral
1768046764.7396173,1,neutral
1768046765.3279972,1,neutral
1768046765.820618,1,neutral
1768046766.3938372,1,neutral
1768046767.9551582,1,neutral
1768046768.4530532,1,neutral
1768046770.152582,1,neutral
1768046771.7933347,1,happy
1768046772.4025931,1,happy
1768046772.9851906,1,sad
1768046773.5589435,1,happy
1768046774.093483,1,happy
1768046774.6313322,1,happy
1768046775.120398,1,happy
1768046778.408716,1,angry
1768046778.9630656,1,angry
1768046782.1001768,1,neutral
1768046782.7292438,1,neutral
1768046783.240962,1,neutral
1768046784.290535,1,neutral
1768046785.3491747,1,angry
1768046785.9262626,1,angry
1768046786.4375799,1,neutral
1768046788.585721,1,angry
1768046789.125126,1,angry
1768046789.6827679,1,neutral
1768046790.3122613,1,neutral
1768046790.8174963,1,neutral
1768046791.342473,1,neutral
1768046791.8978944,1,neutral
1768046792.4117897,1,neutral
1768046792.8899086,1,neutral
1768046793.3608165,1,neutral
1768046793.8354752,1,neutral
1768046794.2967496,1,neutral
1768046794.758804,1,neutral
1768046795.2426918,1,neutral
1768046795.7172968,1,neutral
1768046796.1853962,1,neutral
1768046796.7399967,1,neutral
1768046797.2374237,1,neutral
1768046797.7633708,1,neutral
1768046798.2764864,1,neutral
1768046798.7480953,1,neutral
1768046799.2137551,1,neutral
1768046799.7034953,1,neutral
1768046800.2409894,1,neutral
1768046800.6886387,1,neutral
1768046801.384867,1,neutral
1768046802.251869,1,neutral
1768046802.722451,1,neutral
1768046803.1556208,1,neutral
1768046803.611581,1,neutral
1768046804.1658187,1,neutral
1768046804.6352468,1,neutral
1768046805.1439283,1,neutral
1768046805.6510677,1,neutral
1768046806.1654654,1,neutral
1768046806.6769903,1,neutral
1768046807.1424415,1,neutral
1768046807.8134642,1,neutral
1768046808.3031013,1,neutral
1768046808.772968,1,neutral
1768046809.242184,1,neutral
1768046809.761334,1,neutral
1768046810.2183118,1,neutral
1768046810.7089484,1,neutral
1768046811.2029638,1,neutral
1768046811.6938636,1,neutral
1768046812.1399133,1,neutral
1768046812.6114743,1,neutral
1768046813.141375,1,neutral
1768046813.6080983,1,neutral
1768046814.058049,1,neutral
1768046814.5089412,1,neutral
1768046815.0056272,1,neutral
1768046815.4929082,1,neutral
1768046815.9679239,1,neutral
1768046816.4628053,1,neutral
1768046816.926372,1,neutral
1768046817.4507375,1,neutral
1768046817.9532251,1,neutral
1768046818.4492178,1,neutral
1768046818.8926709,1,neutral
1768046819.3454957,1,neutral
1768046819.806678,1,neutral
1768046820.2729359,1,neutral
1768046820.7659044,1,neutral
1768046821.251769,1,neutral
1768046821.710207,1,neutral
1768046822.1717932,1,neutral
1768046822.652466,1,neutral
1768046823.1266184,1,neutral
1768046823.576287,1,neutral
1768046824.0891125,1,neutral
1768046824.6124609,1,neutral
1768046825.1006896,1,neutral
1768046825.8231268,1,neutral
1768046826.2813046,1,neutral
1768046826.7546911,1,neutral
1768046827.1961956,1,neutral
1768046827.6540847,1,neutral
1768046828.1408098,1,neutral
1768046828.6688924,1,neutral
1768046829.1693063,1,neutral
1768046829.9290352,1,neutral
1768046830.4791477,1,neutral
1768046830.9441257,1,neutral
1768046831.8969383,1,neutral
1768046832.9728389,1,neutral
1768046833.7156572,1,neutral
1768046834.2398727,1,neutral
1768046834.746615,1,neutral
1768046835.2853577,1,neutral
1768046835.8091805,1,neutral
1768046836.3702416,1,neutral
1768046836.956643,1,neutral
1768046837.5973423,1,neutral
1768046838.071904,1,neutral
1768046838.6878636,1,neutral
1768046839.178221,1,neutral
1768046839.7823038,1,neutral
1768046840.327759,1,neutral
1768046840.838027,1,neutral
1768046841.32885,1,neutral
1768046841.8538258,1,neutral
1768046842.3395545,1,neutral
1768046842.7890217,1,neutral
1768046843.4296153,1,neutral
1768046843.9382532,1,neutral
1768046844.4316902,1,neutral
1768046844.9075422,1,neutral
1768046845.4329941,1,neutral
1768046845.9831417,1,neutral
1768046846.4797716,1,neutral
1768051248.0120013,2,neutral
1768051248.231734,2,neutral
1768051248.4463756,2,sad
1768051248.6595194,2,sad
1768051248.8786771,2,sad
1768051249.094406,2,sad
1768051249.2830982,2,neutral
1768051249.4632778,2,neutral
1768051249.6436467,2,neutral
1768051249.8326147,2,happy
1768051250.021231,2,happy
1768051250.243538,2,happy
1768051250.4417744,2,happy
1768051250.6298525,2,happy
1768051250.831809,2,happy
1768051251.0106921,2,happy
1768051251.1889007,2,happy
1768051251.3698003,2,happy
1768051251.5447004,2,happy
1768051251.728302,2,happy
1768051251.912228,2,happy
1768051252.0981934,2,happy
1768051252.2812908,2,happy
1768051252.4758441,2,happy
1768051252.67394,2,happy
1768051252.8559744,2,happy
1768051253.041575,2,happy
1768051253.2198248,2,happy
1768051253.3988855,2,happy
1768051253.5678062,2,happy
1768051253.7359354,2,happy
1768051253.9235644,2,happy
1768051254.1099553,2,happy
1768051254.280675,2,happy
1768051254.4516637,2,happy
1768051254.6193535,2,happy
1768051254.7991667,2,happy
1768051254.9745188,2,happy
1768051255.1553216,2,happy
1768051255.518234,10,neutral
1768051255.7011542,11,neutral
1768051255.8759794,11,neutral
1768051256.0554278,11,neutral
1768051256.2407365,11,neutral
1768051256.4119074,11,neutral
1768051256.581703,11,neutral
1768051256.761163,11,neutral
1768051256.940458,11,neutral
1768051257.1092546,11,neutral
1768051257.6144483,11,neutral
1768051257.958119,11,neutral
1768051258.1283953,11,neutral
1768051258.3074186,11,happy
1768051258.4799204,11,happy
1768051258.6580734,11,happy
1768051258.8316674,11,happy
1768051258.9994493,11,happy
1768051259.1677177,11,happy
1768051259.3339007,11,happy
1768051259.500436,11,happy
1768051259.6702738,11,happy
1768051259.840034,11,happy
1768051260.0082974,11,happy
1768051260.1817024,11,happy
1768051260.3562014,11,happy
1768051260.5249007,11,happy
1768051260.7092838,11,happy
1768051260.8737426,11,happy
1768051261.053676,11,happy
1768051261.2279813,11,happy
1768051261.4067547,11,happy
1768051261.5924792,11,happy
1768051261.7595913,11,happy
1768051262.689448,11,sad
1768051262.8657877,11,neutral
1768051263.032886,11,sad
1768051263.2046816,11,neutral
1768051263.3742049,11,neutral
1768051263.884591,11,sad
1768051264.402261,11,sad
1768051264.5886805,11,sad
1768051264.7594364,11,sad
1768051264.9293594,11,sad
1768051265.0967968,11,sad
1768051265.430715,11,sad
1768051265.6077647,11,sad
1768051265.7755392,11,sad
1768051265.943117,11,sad
1768051266.113429,11,sad
1768051266.2841046,11,sad
1768051266.4604695,11,neutral
1768051266.8132184,11,sad
1768051266.9980292,11,neutral
1768051267.182114,11,sad
1768051267.5331316,11,sad
1768051267.707353,11,sad
1768051267.881439,11,sad
1768051268.0484056,11,sad
1768051268.3988824,11,sad
1768051268.6125884,11,angry
1768051268.7815676,11,happy
1768051268.9555867,11,happy
1768051269.1387262,11,happy
1768051269.3226268,11,happy
1768051269.512647,11,happy
1768051269.6902668,11,happy
1768051269.8730242,11,happy
1768051270.0676098,11,happy
1768051270.251393,11,happy
1768051270.4275136,11,happy
1768051270.620964,11,happy
1768051270.8119488,11,happy
1768051270.996458,11,happy
1768051271.174867,11,happy
1768051271.3517015,11,happy
1768051271.5332577,11,happy
1768051271.7112699,11,happy
1768051271.8854074,11,happy
1768051272.0636294,11,happy
1768051272.237281,11,happy
1768051272.423172,11,happy
1768051272.6047752,11,happy
1768051272.776148,11,happy
1768051272.9552488,11,happy
1768051273.1368532,11,happy
1768051273.3118162,11,happy
1768051273.4881485,11,happy
1768051273.6667078,11,happy
1768051273.8473606,11,happy
1768051274.0240014,11,happy
1768051274.1980677,11,happy
1768051274.3708434,11,happy
1768051274.5486321,11,happy
1768051274.7220752,11,happy
1768051274.9122026,11,happy
1768051275.086579,11,happy
1768051275.2634606,11,happy
1768051275.4336784,11,happy
1768051275.606873,11,happy
1768051275.7853827,11,happy
1768051275.9657645,11,happy
1768051276.3352332,11,angry
1768051276.5183268,11,happy
1768051276.7139,11,happy
1768051276.895085,11,happy
1768051277.2689912,11,angry
1768051277.4468935,11,angry
1768051277.6222522,11,angry
1768051277.7950547,11,angry
1768051277.976452,11,angry
1768051278.1539328,11,angry
1768051278.3292544,11,angry
1768051278.5018933,11,angry
1768051278.6814127,11,angry
1768051278.863233,11,angry
1768051279.2188668,11,angry
1768051279.5803118,11,angry
1768051279.7578404,11,angry
1768051279.9331095,11,angry
1768051280.2801301,11,happy
1768051280.6582792,11,angry
1768051281.013129,11,happy
1768051281.198943,11,neutral
1768051281.3780746,11,neutral
1768051281.5590868,11,neutral
1768051281.9060845,11,happy
1768051282.0883572,11,happy
1768051282.265848,11,happy
1768051282.4357848,11,happy
1768051282.6142294,11,happy
1768051282.7966263,11,happy
1768051282.9658191,11,happy
1768051283.137379,11,happy
1768051283.3154109,11,happy
1768051283.4847434,11,happy
1768051283.6619568,11,neutral
1768051283.8375013,11,neutral
1768051284.0080605,11,neutral
1768051284.1780822,11,sad
1768051284.3543162,11,sad
1768051285.060595,11,fear
1768051286.2651906,11,fear
1768051288.1768825,11,surprise
1768051288.3579006,11,happy
1768051288.54875,11,happy
1768051288.7215376,11,happy
1768051288.9046173,11,happy
1768051289.2408338,11,happy
1768051290.0990112,11,happy
1768051290.6354258,11,sad
1768051290.8198128,11,surprise
1768051291.0028012,11,happy
1768051291.1781878,11,surprise
1768051291.3584328,11,fear
1768051291.5316107,11,happy
1768051291.704046,11,surprise
1768051292.0518506,11,surprise
1768051292.2284508,11,surprise
1768051292.407728,11,happy
1768051292.763497,11,happy
1768051292.9329522,11,surprise
1768051293.8296895,11,happy
1768051294.517549,11,happy
1768051294.6936846,11,happy
1768051294.868772,11,happy
1768051295.562758,11,surprise
1768051295.7360935,11,happy
1768051296.0890145,11,angry
1768051296.837755,11,neutral
1768051297.025318,11,neutral
1768051297.1960418,11,happy
1768051297.372962,11,happy
1768051297.740575,11,neutral
1768054156.798587,1,neutral
1768054157.1358643,1,happy
1768054158.0914373,1,happy
1768054158.5276499,1,happy
1768054158.6122587,2,angry
1768054158.863265,1,happy
1768054159.1975253,1,happy
1768054159.285093,2,angry
1768054159.541483,1,happy
1768054159.885553,1,happy
1768054159.9767802,2,happy
1768054160.216976,1,surprise
1768054160.8252168,1,happy
1768054160.9133725,2,happy
1768054161.1824627,1,happy
1768054161.5454853,1,happy
1768054161.6274815,2,happy
1768054161.8672013,1,happy
1768054161.9493468,2,happy
1768054162.1949496,1,happy
1768054162.2780383,2,happy
1768054162.5311155,1,happy
1768054162.843813,1,happy
1768054163.1655452,1,happy
1768054163.2492576,2,happy
1768054163.5164587,1,happy
1768054163.8166757,1,happy
1768054163.8951902,2,happy
1768054164.126312,1,happy
1768054164.429618,1,happy
1768054164.730288,1,happy
1768054165.049982,1,happy
1768054165.3547885,1,happy
1768054165.6710212,1,happy
1768054165.7724586,2,happy
1768054166.1637926,2,happy
1768054166.478868,1,surprise
1768054166.5748005,2,happy
1768054166.836597,1,happy
1768054166.9376435,2,happy
1768054167.2403917,1,surprise
1768054167.3451614,2,happy
1768054167.6078362,1,surprise
1768054167.6917403,2,happy
1768054168.1533155,1,happy
1768054168.3685772,2,angry
1768054168.8220067,1,happy
1768054168.97167,2,angry
1768054169.4069417,1,surprise
1768054169.514091,2,angry
1768054169.806225,1,fear
1768054169.8948689,2,angry
1768054170.1443598,1,fear
1768054170.4842412,1,happy
1768054170.5691674,2,neutral
1768054170.7844157,1,happy
1768054170.8706722,2,neutral
1768054171.0963697,1,happy
1768054171.4025939,1,happy
1768054171.7776978,2,angry
1768054171.909876,1,happy
1768054172.179957,1,happy
1768054172.262342,2,sad
1768054172.5054162,1,happy
1768054172.5852644,2,angry
1768054172.8346725,1,angry
1768054173.1684694,1,angry
1768054173.2819734,2,angry
1768054173.661355,1,angry
1768054173.7536638,2,happy
1768054174.038357,1,angry
1768054174.4344223,1,angry
1768054174.5450397,2,happy
1768054174.926344,1,angry
1768054175.0444388,2,happy
1768054175.3299255,1,angry
1768054175.4305892,2,happy
1768054175.6656053,1,angry
1768054175.996973,1,angry
1768054176.071072,2,angry
1768054176.3625393,1,angry
1768054176.4552147,2,angry
1768054176.7136152,1,happy
1768054176.8003225,2,happy
1768054177.0395834,1,surprise
1768054177.1179597,2,happy
1768054177.3368392,1,angry
1768054177.4173236,2,happy
1768054177.6646562,1,angry
1768054177.7384498,2,angry
1768054177.9868083,1,neutral
1768054178.060445,2,angry
1768054178.3050077,1,neutral
1768054178.3775191,2,happy
1768054178.6984499,2,happy
1768054178.9805727,1,neutral
1768054179.0615427,2,happy
1768054179.3315387,1,neutral
1768054179.4099894,2,happy
1768054179.6328454,1,neutral
1768054179.9527812,1,neutral
1768054180.216462,1,neutral
1768054180.9117215,1,happy
1768054181.5788026,1,angry
1768054182.538844,1,angry
1768054182.870123,1,angry
1768054184.4905455,4,angry
1768054184.8670652,4,happy
1768054185.1374557,1,happy
1768054185.4969175,1,angry
1768054185.5803308,4,happy
1768054185.8622937,1,angry
1768054185.9547148,4,happy
1768054186.3199463,4,angry
1768054186.7140677,4,angry
1768054187.5792098,4,happy
1768054187.9535568,1,angry
1768054188.0677829,4,angry
1768054188.4140167,1,angry
1768054188.5152915,4,happy
1768054188.8094838,1,angry
1768054188.91143,4,angry
1768054189.311634,4,angry
1768054189.6385286,1,angry
1768054190.0497234,1,surprise
1768054190.1585107,4,angry
1768054190.474439,1,surprise
1768054190.6033778,4,angry
1768054190.9526396,1,happy
1768054191.0845106,4,sad
1768054191.472485,1,happy
1768054191.627493,4,happy
1768054192.009348,1,happy
1768054192.1580608,4,angry
1768054192.5264885,1,happy
1768054192.6566365,4,angry
1768054193.1306229,1,happy
1768054193.57875,1,angry
1768054193.6994977,4,angry
1768054194.0392659,1,surprise
1768054194.181226,4,angry
1768054194.7325573,1,happy
1768054194.8568528,4,angry
1768054195.3880181,4,happy
1768064250.9448798,1,happy
1768064251.230157,1,happy
1768064251.4998932,1,neutral
1768064252.0548186,1,neutral
1768064252.4670959,1,neutral
1768064252.5897326,2,sad
1768064252.9669213,2,sad
1768064253.1472757,1,happy
1768064253.4838965,1,happy
1768064253.5943253,2,sad
1768064253.9026575,1,neutral
1768064254.0612683,2,happy
1768064254.533517,1,happy
1768064255.2623017,2,angry
1768064256.0477817,1,happy
1768064257.0542192,1,neutral
1768064257.2695246,2,angry
1768064257.6723003,1,happy
1768064257.8304026,2,happy
1768064258.814307,2,angry
1768064259.1748345,1,happy
1768064259.3142052,2,happy
1768064259.675859,1,happy
1768064259.7964168,2,happy
1768064260.1224623,2,happy
1768064260.2531028,1,happy
1768064260.5711896,1,happy
1768064260.7171526,2,happy
1768064261.0836952,1,happy
1768064261.587317,1,happy
1768064261.7406104,3,happy
1768064262.1585228,1,happy
1768064262.3266256,3,happy
1768064262.7520554,1,happy
1768064262.9126074,3,happy
1768064263.3279922,1,happy
1768064263.79394,1,happy
1768064264.2128453,1,happy
1768064264.649413,1,happy
1768064265.001441,1,happy
1768064265.3521862,1,angry
1768064265.4552646,3,angry
1768064265.7945986,1,neutral
1768064266.2104294,3,neutral
1768064266.328134,1,neutral
1768064266.7193844,3,happy
1768064266.8499742,1,neutral
1768064267.216823,1,neutral
1768064267.667699,1,neutral
1768064268.1089559,1,neutral
1768064268.666325,1,neutral
1768064269.0895975,1,neutral
1768064269.3807037,3,neutral
1768064269.4758787,1,neutral
1768064269.7672856,1,fear
1768064269.8818853,3,neutral
1768064270.6014848,1,angry
1768064271.2147036,3,happy
1768064271.652305,3,happy
1768064271.9402227,3,happy
1768064273.2199845,3,happy
1768064273.5571072,1,angry
1768064274.583953,3,happy
1768064274.8812673,1,surprise
1768064275.2699106,1,fear
1768064275.638589,1,fear
1768064276.0369508,1,angry
1768064276.5124147,1,angry
1768064276.798407,3,fear
1768064276.908036,1,angry
1768064277.34577,3,happy
1768064277.763045,3,surprise
1768064278.0637405,3,surprise
1768064278.4513695,1,fear
1768064278.5751932,3,surprise
1768064278.8689005,3,happy
1768064278.9817042,1,fear
1768064279.268454,1,happy
1768064279.6378133,1,happy
1768064279.7654214,3,happy
1768064280.0916429,1,happy
1768064280.5165584,1,happy
1768064280.5999942,3,happy
1768064280.8174381,1,happy
1768064281.0841963,1,happy
1768064281.160676,3,happy
1768064281.3760433,1,happy
1768064281.6507988,1,happy
1768064281.7265062,3,happy
1768064281.9745677,1,happy
1768064282.05696,3,happy
1768064282.2951937,1,happy
1768064282.5563931,1,happy
1768064282.6586504,3,happy
1768064282.947087,1,happy
1768064283.0540538,3,happy
1768064283.2996,1,happy
1768064283.3909268,3,happy
1768064283.6195445,1,angry
1768064283.89595,1,angry
1768064284.1735647,1,angry
1768064284.7163181,1,angry
1768064285.0137343,1,angry
1768064285.3056128,1,angry
